sequence, time, avgAX, minAX, maxAX, avgAY, minAY, maxAY, avgAZ, minAZ, maxAZ, avgGX, minGX, maxGX, avgGY, minGY, maxGY, avgGZ, minGZ, maxGZ, avgCX, minCX, maxCX, avgCY, minCY, maxCY, avgCZ , minCZ, maxCZ
322, 2017-11-9 14:50:14, -0.44, -0.49, -0.41, -0.17, -0.21, -0.13, -0.44, -0.09, 0.01, -0.21, -0.75, 0.34, 0.53, 0.25, 0.80, 0.08, -0.35, 0.44, 345.20, 338.96, 350.92, -27.22, -39.80, -18.64, 134.94, 128.00, 140.88
323, 2017-11-9 14:50:21, -0.44, -0.50, -0.41, -0.16, -0.20, -0.09, -0.44, -0.11, 0.01, -0.18, -0.71, 0.11, 0.49, 0.21, 0.70, 0.07, -0.42, 0.33, 324.15, 314.12, 332.52, -27.72, -41.64, -3.00, 128.64, 105.92, 139.04
324, 2017-11-9 14:50:28, -0.48, -0.50, -0.46, -0.09, -0.12, -0.07, -0.48, -0.04, 0.04, -0.03, -0.40, 1.07, 0.50, 0.30, 0.65, -0.05, -0.55, 0.16, 328.92, 322.40, 337.12, -52.84, -62.80, -37.04, 134.94, 121.56, 151.00
325, 2017-11-9 14:50:35, -0.47, -0.56, -0.37, -0.12, -0.24, -0.06, -0.47, -0.16, 0.06, -0.17, -1.25, 0.58, 0.43, -0.03, 1.10, 0.14, -1.15, 1.95, 320.05, 309.52, 330.68, -42.24, -49.92, -31.52, 141.87, 130.76, 152.84
326, 2017-11-9 14:50:42, -0.45, -0.47, -0.42, -0.14, -0.18, -0.12, -0.45, -0.09, -0.02, -0.17, -0.73, 0.20, 0.51, 0.34, 0.66, 0.12, -0.09, 0.38, 312.60, 304.92, 327.92, -35.71, -41.64, -29.68, 141.39, 136.28, 147.32
327, 2017-11-9 14:50:49, -0.43, -0.46, -0.41, -0.18, -0.21, -0.13, -0.43, -0.12, -0.03, -0.20, -1.05, 0.70, 0.51, 0.17, 0.85, 0.08, -0.48, 0.50, 305.55, 299.40, 318.72, -17.90, -31.52, -9.44, 152.67, 140.88, 159.28
328, 2017-11-9 14:50:56, -0.46, -0.48, -0.46, -0.13, -0.14, -0.11, -0.46, -0.04, 0.00, -0.15, -0.37, -0.03, 0.53, 0.39, 0.66, 0.07, -0.00, 0.25, 323.08, 319.64, 327.00, -30.19, -34.28, -26.00, 145.95, 141.80, 153.76
329, 2017-11-9 14:51:3, -0.46, -0.47, -0.45, -0.13, -0.14, -0.12, -0.46, -0.04, -0.02, -0.16, -0.40, 0.11, 0.53, 0.36, 0.65, 0.06, -0.01, 0.14, 317.27, 302.16, 322.40, -29.85, -37.04, -24.16, 147.98, 143.64, 154.68
330, 2017-11-9 14:51:10, -0.46, -0.47, -0.45, -0.13, -0.14, -0.12, -0.46, -0.05, -0.03, -0.17, -0.28, -0.10, 0.52, 0.49, 0.55, 0.06, -0.03, 0.11, 307.45, 281.92, 319.64, -27.30, -36.12, -8.52, 141.94, 128.00, 153.76
331, 2017-11-9 14:51:17, -0.46, -0.48, -0.45, -0.13, -0.15, -0.12, -0.46, -0.05, -0.02, -0.19, -0.46, -0.04, 0.55, 0.44, 0.66, 0.06, -0.16, 0.16, 315.30, 311.36, 321.48, -27.64, -34.28, -23.24, 144.75, 140.88, 156.52
332, 2017-11-9 14:51:24, -0.46, -0.47, -0.43, -0.14, -0.17, -0.12, -0.46, -0.07, -0.03, -0.13, -0.52, 0.37, 0.50, -0.06, 0.74, 0.07, -0.51, 0.54, 315.89, 310.44, 318.72, -30.80, -37.96, -18.64, 141.12, 136.28, 147.32
333, 2017-11-9 14:51:31, -0.46, -0.46, -0.45, -0.14, -0.14, -0.13, -0.46, -0.05, -0.03, -0.16, -0.25, -0.05, 0.53, 0.42, 0.62, 0.07, -0.00, 0.13, 318.55, 312.28, 323.32, -34.41, -50.84, -26.92, 140.47, 129.84, 160.20
334, 2017-11-9 14:51:38, -0.46, -0.47, -0.44, -0.14, -0.15, -0.13, -0.46, -0.04, -0.02, -0.16, -0.27, -0.01, 0.53, 0.45, 0.62, 0.09, -0.03, 0.37, 321.55, 309.52, 327.92, -33.77, -59.12, -26.00, 143.04, 138.12, 149.16
335, 2017-11-9 14:51:45, -0.46, -0.47, -0.44, -0.14, -0.16, -0.13, -0.46, -0.06, 0.01, -0.14, -0.74, 0.66, 0.51, 0.15, 0.79, 0.07, -0.20, 0.29, 322.64, 317.80, 327.92, -35.00, -39.80, -30.60, 143.18, 139.04, 147.32
336, 2017-11-9 14:51:52, -0.46, -0.47, -0.44, -0.14, -0.17, -0.12, -0.46, -0.06, -0.01, -0.16, -0.53, 0.21, 0.53, 0.25, 0.82, 0.06, -0.27, 0.33, 319.98, 316.88, 323.32, -33.41, -37.04, -28.76, 141.36, 136.28, 149.16
337, 2017-11-9 14:51:59, -0.47, -0.48, -0.45, -0.12, -0.14, -0.11, -0.47, -0.04, 0.01, -0.14, -0.48, 0.22, 0.50, 0.34, 0.71, 0.08, -0.11, 0.34, 316.27, 303.08, 323.32, -33.99, -37.96, -28.76, 141.33, 137.20, 151.92
338, 2017-11-9 14:52:6, -0.44, -0.49, -0.40, -0.17, -0.23, -0.12, -0.44, -0.09, 0.04, 0.06, -1.82, 1.73, 0.53, -0.03, 1.30, 0.26, -0.75, 1.11, 102.77, 61.76, 140.88, -255.64, -265.20, -244.96, 112.50, 105.00, 128.92
339, 2017-11-9 14:52:14, -0.45, -0.49, -0.40, -0.14, -0.20, -0.07, -0.45, -0.16, 0.06, -0.03, -1.81, 0.91, 0.52, -0.16, 1.20, 0.21, -0.81, 1.21, 288.24, 278.24, 302.16, -19.52, -26.92, -13.12, 127.38, 120.64, 136.28
340, 2017-11-9 14:52:21, -0.47, -0.50, -0.44, -0.12, -0.16, -0.08, -0.47, -0.06, 0.02, -0.18, -0.74, 0.32, 0.53, 0.21, 0.91, 0.06, -0.55, 0.74, 310.37, 304.92, 315.96, -16.98, -21.40, -12.20, 119.94, 112.36, 131.68
341, 2017-11-9 14:52:28, -0.47, -0.48, -0.45, -0.12, -0.14, -0.11, -0.47, -0.04, -0.00, -0.15, -0.39, 0.11, 0.52, 0.37, 0.73, 0.07, -0.09, 0.31, 312.35, 308.60, 315.04, -23.76, -26.92, -21.40, 127.19, 122.48, 132.60
342, 2017-11-9 14:52:35, -0.48, -0.53, -0.45, -0.10, -0.17, -0.05, -0.48, -0.04, 0.07, -0.35, -1.57, 0.22, 0.47, 0.24, 0.81, -0.06, -0.94, 0.29, 305.92, 297.56, 338.96, -54.93, -68.32, -40.72, 133.96, 128.00, 140.88
343, 2017-11-9 14:52:42, -0.46, -0.48, -0.44, -0.13, -0.16, -0.11, -0.46, -0.07, -0.02, -0.09, -0.51, 0.26, 0.64, 0.42, 0.81, 0.12, -0.13, 0.38, 310.11, 302.16, 317.80, -65.40, -71.08, -61.88, 145.15, 135.36, 154.68
344, 2017-11-9 14:52:49, -0.46, -0.48, -0.43, -0.14, -0.17, -0.11, -0.46, -0.09, -0.02, 0.07, -0.42, 0.54, 1.62, 1.38, 1.77, 0.32, 0.02, 0.64, 263.91, 254.32, 273.64, -344.02, -356.56, -328.96, 61.23, 12.08, 104.08
345, 2017-11-9 14:52:56, -0.45, -0.47, -0.43, -0.13, -0.18, -0.08, -0.45, -0.13, 0.00, -0.18, -1.39, 0.90, 0.52, -0.04, 0.87, 0.02, -0.90, 0.92, 319.50, 315.96, 323.32, -6.48, -10.36, -2.08, 303.46, 297.56, 310.44
346, 2017-11-9 14:53:3, -0.45, -0.46, -0.44, -0.14, -0.16, -0.13, -0.45, -0.07, -0.05, -0.14, -0.31, 0.13, 0.51, 0.42, 0.61, 0.06, -0.16, 0.17, 329.17, 325.16, 332.52, -169.64, -359.32, -0.24, 308.35, 304.92, 316.88
347, 2017-11-9 14:53:10, -0.44, -0.47, -0.41, -0.16, -0.19, -0.13, -0.44, -0.11, -0.04, -0.04, -0.46, 0.48, 0.61, 0.30, 0.80, 0.20, -0.12, 0.58, 336.06, 320.56, 341.72, -75.50, -359.32, -1.16, 297.39, 291.12, 307.68
348, 2017-11-9 14:53:17, -0.48, -0.51, -0.44, -0.08, -0.12, -0.05, -0.48, -0.09, 0.05, -0.64, -1.74, 0.34, -0.82, -1.11, -0.19, -0.29, -1.01, 0.33, 331.26, 325.16, 336.20, -267.39, -353.80, -0.24, 143.87, 4.72, 358.28
349, 2017-11-9 14:53:24, -0.46, -0.49, -0.41, -0.14, -0.18, -0.09, -0.46, -0.11, 0.02, -0.32, -1.29, 0.59, 0.53, 0.22, 0.86, 0.01, -0.78, 0.79, 327.81, 315.04, 348.16, -36.99, -44.40, -26.92, 151.53, 142.72, 161.12
350, 2017-11-9 14:53:31, -0.45, -0.48, -0.43, -0.15, -0.19, -0.13, -0.45, -0.09, -0.01, -0.22, -0.75, 0.43, 0.53, 0.31, 0.73, 0.06, -0.31, 0.59, 312.23, 285.60, 320.56, -30.50, -42.56, -16.80, 145.66, 130.76, 159.28
351, 2017-11-9 14:53:38, -0.45, -0.62, -0.37, -0.15, -0.20, -0.06, -0.45, -0.15, 0.03, -0.14, -1.26, 0.90, 0.47, -0.09, 0.78, 0.03, -0.74, 1.11, 302.50, 271.80, 340.80, -43.08, -57.28, -31.52, 144.55, 135.36, 156.52
352, 2017-11-9 14:53:45, -0.42, -0.54, -0.36, -0.21, -0.25, -0.15, -0.42, -0.14, -0.02, -0.12, -1.26, 1.07, 0.55, -0.37, 1.77, 0.11, -1.77, 1.61, 339.21, 321.48, 350.00, -42.58, -358.40, -1.16, 160.68, 150.08, 174.92
353, 2017-11-9 14:53:52, -0.45, -0.47, -0.44, -0.15, -0.16, -0.14, -0.45, -0.05, -0.01, -0.16, -0.31, 0.00, 0.52, 0.45, 0.61, 0.09, -0.01, 0.17, 338.36, 323.32, 356.44, -334.23, -359.32, -0.24, 137.65, 132.60, 143.64
354, 2017-11-9 14:53:59, -0.48, -0.50, -0.44, -0.10, -0.14, -0.07, -0.48, -0.07, 0.03, -0.14, -0.72, 0.49, 0.47, 0.02, 0.99, -0.00, -0.46, 0.63, 330.01, 315.96, 343.56, -38.34, -56.36, -24.16, 138.71, 123.40, 152.84
355, 2017-11-9 14:54:6, -0.47, -0.50, -0.44, -0.12, -0.16, -0.10, -0.47, -0.07, 0.02, -0.10, -0.86, 0.66, 0.50, 0.01, 1.11, 0.12, -0.31, 0.60, 334.83, 325.16, 350.92, -42.26, -49.92, -34.28, 134.41, 128.00, 139.96
356, 2017-11-9 14:54:13, -0.46, -0.49, -0.43, -0.14, -0.17, -0.11, -0.46, -0.07, -0.02, -0.21, -1.00, 0.12, 0.54, 0.32, 1.19, 0.06, -0.48, 0.37, 331.98, 326.08, 341.72, -39.69, -49.00, -33.36, 139.58, 132.60, 148.24
357, 2017-11-9 14:54:20, -0.44, -0.51, -0.38, -0.15, -0.21, -0.11, -0.44, -0.11, 0.01, 0.00, -0.54, 0.78, 0.48, 0.23, 0.83, 0.16, -1.29, 0.87, 332.30, 313.20, 350.92, -36.40, -42.56, -28.76, 139.28, 134.44, 147.32
358, 2017-11-9 14:54:27, -0.45, -0.53, -0.33, -0.16, -0.22, -0.11, -0.45, -0.18, 0.09, -0.57, -1.80, 1.15, 0.55, -0.38, 1.84, 0.11, -1.07, 1.18, 287.70, 1.96, 359.20, -21.83, -41.64, -3.92, 138.13, 128.00, 147.32
359, 2017-11-9 14:54:34, -0.45, -0.50, -0.37, -0.14, -0.21, -0.09, -0.45, 0.04, 0.18, -0.37, -3.25, 1.36, -0.02, -1.45, 0.99, 0.35, -1.59, 1.76, 109.82, 59.00, 220.00, -119.05, -212.76, -45.32, 207.49, 3.80, 358.28
360, 2017-11-9 14:54:41, -0.49, -0.51, -0.46, -0.06, -0.08, -0.04, -0.49, -0.02, 0.07, -0.15, -0.57, 0.22, 0.50, 0.36, 0.65, 0.12, -0.32, 0.58, 289.35, 268.12, 303.08, -254.27, -274.40, -229.32, 280.25, 273.64, 287.44
